   0.0000000000000000e+00   6.9392894795892945e-01  -1.4694591942985271e+00   1.0000000000000000e+03
   1.0000000000000000e+00   6.9389560723792609e-01  -1.4694159956659352e+00   1.0000000000000000e+03
   2.0000000000000000e+00   6.9386226650591831e-01  -1.4693727982267877e+00   1.0000000000000000e+03
   3.0000000000000000e+00   6.9382892576290633e-01  -1.4693296019809707e+00   1.0000000000000000e+03
   4.0000000000000000e+00   6.9379558500889038e-01  -1.4692864069283706e+00   1.0000000000000000e+03
   5.0000000000000000e+00   6.9376224424387045e-01  -1.4692432130688737e+00   1.0000000000000000e+03
   6.0000000000000000e+00   6.9372890346784677e-01  -1.4692000204023661e+00   1.0000000000000000e+03
   7.0000000000000000e+00   6.9369556268081933e-01  -1.4691568289287342e+00   1.0000000000000000e+03
   8.0000000000000000e+00   6.9366222188278837e-01  -1.4691136386478643e+00   1.0000000000000000e+03
   9.0000000000000000e+00   6.9362888107375398e-01  -1.4690704495596425e+00   1.0000000000000000e+03
   1.0000000000000000e+01   6.9359554025371639e-01  -1.4690272616639555e+00   1.0000000000000000e+03
   1.1000000000000000e+01   6.9356219942267561e-01  -1.4689840749606893e+00   1.0000000000000000e+03
   1.2000000000000000e+01   6.9352885858063185e-01  -1.4689408894497304e+00   1.0000000000000000e+03
   1.3000000000000000e+01   6.9349551772758522e-01  -1.4688977051309651e+00   1.0000000000000000e+03
   1.4000000000000000e+01   6.9346217686353584e-01  -1.4688545220042797e+00   1.0000000000000000e+03
   1.5000000000000000e+01   6.9342883598848382e-01  -1.4688113400695608e+00   1.0000000000000000e+03
   1.6000000000000000e+01   6.9339549510242926e-01  -1.4687681593266946e+00   1.0000000000000000e+03
   1.7000000000000000e+01   6.9336215420537239e-01  -1.4687249797755675e+00   1.0000000000000000e+03
   1.8000000000000000e+01   6.9332881329731333e-01  -1.4686818014160661e+00   1.0000000000000000e+03
   1.9000000000000000e+01   6.9329547237825206e-01  -1.4686386242480767e+00   1.0000000000000000e+03
